gene.name	log2fc	fdr	padj
Not Sequenced	-0.22404463	49.13191874	1
Not Sequenced	-0.211206287	50.75885656	0.753624774
Not Sequenced	0.187068247	59.87908614	1
Not Sequenced	0.20290616	61.31694161	0.595204208
Not Sequenced	0.165540713	77.27585233	0.99465566
Not Sequenced	0.381636216	78.41930665	0.408200505
Not Sequenced	-0.317943928	31.7848396	0.828636352
Not Sequenced	-0.33543039	28.15261597	0.277945427
Not Sequenced	-0.504974622	9.237984845	0.950935899
Not Sequenced	-0.522381566	6.626185868	0.94739138
Not Sequenced	0.104506517	72.55871099	0.116527915
Not Sequenced	0.09190423	72.29809034	0.8106923
Not Sequenced	-0.400943487	16.86083287	0.195196193
Not Sequenced	-0.355555796	23.76459625	1
Not Sequenced	0.459663602	61.35299509	0.365765915
Not Sequenced	0.405461184	70.53001542	1
Not Sequenced	0.53281689	9.12052858	0.558385823
Not Sequenced	0.541454048	10.00203883	1
Not Sequenced	0.442019448	10.03031121	0.985442339
Not Sequenced	0.47384023	6.404190218	0.885173751
Not Sequenced	-0.031758506	78.31978658	0.893279423
Not Sequenced	-0.050399095	77.68720205	0.92730762
Not Sequenced	0.137719004	70.0381122	0.575631293
Not Sequenced	0.123530348	73.6985411	1
Not Sequenced	-0.820594599	0	0.988287242
Not Sequenced	-0.781484345	0	0.701936645
Not Sequenced	-0.148920213	66.1656158	1
Not Sequenced	-0.170916033	63.71914551	0.388020077
Not Sequenced	0.167037617	68.37750354	0.671213603
Not Sequenced	0.172381136	67.86924334	1
Not Sequenced	0.392799521	18.39147288	0.36791276
Not Sequenced	0.436293235	14.52909241	0.876350069
Not Sequenced	0.051547421	76.1886456	1
Not Sequenced	0.085483598	73.51406291	0.883512293
Not Sequenced	-0.12931287	64.78572206	0.822984628
Not Sequenced	-0.152685005	60.36047749	1
Not Sequenced	0.012806075	78.00657225	1
Not Sequenced	0.057659522	75.30691147	1
Not Sequenced	-0.006526149	60.18758044	0.40633302
Not Sequenced	-0.040685339	64.71163574	1
Not Sequenced	-0.09292929	69.74253377	0.79080436
Not Sequenced	-0.181060152	57.88113509	0.649835329
Not Sequenced	0.1011089	75.21472834	0.17866059
Not Sequenced	0.153917662	78.33438287	0.795386001
Not Sequenced	-0.343169517	27.43949882	0.723174667
Not Sequenced	-0.326576412	31.12295755	0.880765138
Not Sequenced	-0.842867985	0	1
Not Sequenced	-0.826840833	0	1
Not Sequenced	-0.131185355	69.03661884	0.993124555
Not Sequenced	-0.116084466	70.10911452	0.51333998
Not Sequenced	0.771470813	78.50468227	1
Not Sequenced	0.168321364	60.71454607	0.002784387
Not Sequenced	-0.763773965	0	0.700403641
Not Sequenced	-0.771635357	0	1
Not Sequenced	-0.452711104	15.16790797	1
Not Sequenced	-0.307620064	34.01132073	0.969823503
Not Sequenced	0.088704073	73.08332295	0.826722456
Not Sequenced	0.196159216	63.10971789	0.59671006
Not Sequenced	0.138733661	78.3136776	0.16408018
Not Sequenced	0.422045435	78.08614841	0.940720055
Not Sequenced	0.528171553	4.831152449	0.442813152
Not Sequenced	0.59135514	3.234477667	0.000101859
Not Sequenced	-0.240020201	46.89639473	0.13605076
Not Sequenced	-0.247158564	45.47822405	0.813011312
Not Sequenced	0.356803918	24.21409923	0.269820394
Not Sequenced	0.37550236	22.22281513	0.869540461
Not Sequenced	0.149665661	62.88607625	0.196314269
Not Sequenced	0.139973741	64.804705	0.967185796
Not Sequenced	-0.364410835	28.79891873	0.99096892
Not Sequenced	-0.36355418	26.41412716	1
Not Sequenced	0.379100703	56.09765499	0.424291772
Not Sequenced	0.393491989	72.94159928	1
Not Sequenced	-0.013785371	78.37610481	0.000424487
Not Sequenced	-0.033784691	77.91437732	1
Not Sequenced	0.686481603	73.184398	1
Not Sequenced	0.792324955	66.53696453	0.611489779
Not Sequenced	-1.050537791	0	0.257340623
Not Sequenced	-1.098414095	0	0.744298372
Not Sequenced	#VALUE!		0.707062786
Not Sequenced	0.86116477	76.46742428	1
Not Sequenced	0.135472243	75.73990031	1
Not Sequenced	0.167236118	64.83683796	1
Not Sequenced	-0.473637971	11.963438	0.409748141
Not Sequenced	-0.481538056	11.62407816	0.994517855
Not Sequenced	0.258652791	42.55912349	0.939726779
Not Sequenced	0.304036759	29.64150236	0.927624638
Not Sequenced	-0.198260501	58.88504228	0.178985355
Not Sequenced	-0.166958659	61.11988385	0.238455195
Not Sequenced	-0.12364118	69.30521383	0.766899785
Not Sequenced	-0.135681018	66.82464984	0.909898798
Not Sequenced	-0.003550666	78.39134995	0.941980072
Not Sequenced	0.006872055	78.1091625	0.990005241
Not Sequenced	0.411315366	12.24983112	0.829856446
Not Sequenced	0.423488202	11.94787885	0.306159523
Not Sequenced	-0.022547357	74.44086364	0.885879086
Not Sequenced	0.064897728	77.59354616	0.737388066
Not Sequenced	-0.203793003	56.43633243	0.966755572
Not Sequenced	-0.21655551	53.41311526	0.635603051
Not Sequenced	0.001422438	78.43509906	0.597081348
Not Sequenced	0.179634139	72.81915226	0.767934092
Not Sequenced	-0.105737889	72.45388508	0.090606375
Not Sequenced	-0.066458814	75.50965229	0.863112691
Not Sequenced	0.103913185	77.73610988	0.432143319
Not Sequenced	0.017546091	77.45756108	1
Not Sequenced	0.467876653	12.21312885	0.167686592
Not Sequenced	0.471693453	11.85916868	0.364609525
Not Sequenced	0.451382691	24.06715056	0.981032891
Not Sequenced	0.441531185	25.63629675	0.723882383
Not Sequenced	0.413879801	10.36665963	0.870524709
Not Sequenced	0.419093638	8.787688552	0.471470679
Not Sequenced	-0.453619189	13.03608593	0.512801369
Not Sequenced	-0.453358669	14.19025672	1
Not Sequenced	0.077027738	73.24787382	0.954735381
Not Sequenced	0.121024376	66.40188373	0.407638021
Not Sequenced	-0.245963628	44.21788847	0.646183737
Not Sequenced	-0.260195245	41.6523159	0.792381068
Not Sequenced	0.315601634	31.60428158	1
Not Sequenced	0.292712725	34.78680081	0.141274275
Not Sequenced	-0.121518497	69.66387927	0.068678762
Not Sequenced	-0.117579244	70.6014859	0.66667594
Not Sequenced	0.227401041	52.61667262	1
Not Sequenced	0.281435588	41.78351675	0.393138706
Not Sequenced	0.198910304	62.14674792	0.577106933
Not Sequenced	0.207298922	65.18694199	0.792431324
Not Sequenced	0.220645088	52.5923407	1
Not Sequenced	0.244477877	49.25430611	0.183789247
Not Sequenced	0.084375877	72.38242452	0.924186346
Not Sequenced	0.065115662	74.50796882	0.89240945
Not Sequenced	-0.037845509	76.99620927	0.757445527
Not Sequenced	-0.056750611	74.94754543	0.158217711
Not Sequenced	0.031229994	73.61199393	1
Not Sequenced	-0.149068544	62.04392182	1
Not Sequenced	-0.390227884	19.94919377	1
Not Sequenced	-0.392485457	18.33761088	0.413667391
Not Sequenced	-0.17500774	63.11650867	0.985682136
Not Sequenced	-0.248625005	49.43921349	0.750385991
Not Sequenced	-0.438927974	16.74423844	0.370003088
Not Sequenced	-0.472501616	13.35277968	0.150460291
Not Sequenced	-0.0023042	77.9884949	0.627320648
Not Sequenced	-0.010117344	78.27594351	0.216732022
Not Sequenced	-0.039656164	75.89337435	0.996165182
Not Sequenced	0.029835855	78.50445858	0.001326014
Not Sequenced	0.174138553	74.75631095	1
Not Sequenced	0.129521589	73.48091825	0.334280708
Not Sequenced	-0.203793674	56.51466328	0.6413512
Not Sequenced	-0.156942235	64.37024295	0.318327158
Not Sequenced	-0.052932038	77.1225091	0.030339506
Not Sequenced	0.123979945	72.79445131	0.761389471
Not Sequenced	-0.102728234	69.13381191	0.114842466
Not Sequenced	-0.175416865	58.38065453	0.723942329
Not Sequenced	0.070973511	75.1140156	0.986697986
Not Sequenced	-0.003400237	78.49860437	1
Not Sequenced	0.355509642	39.21177811	0.687137959
Not Sequenced	0.286861712	44.70447887	0.917461132
Not Sequenced	0.297590874	48.57183431	0.998486199
Not Sequenced	0.341800364	44.87117054	0.214083525
Not Sequenced	-0.233057366	49.96760354	0.318701994
Not Sequenced	-0.214377799	53.77722577	0.262752822
Not Sequenced	-0.649781304	0	0.520582911
Not Sequenced	-0.669870575	0	1
Not Sequenced	-0.260093847	42.73881264	0.108473696
Not Sequenced	-0.289490644	37.96734143	0.050906257
Not Sequenced	0.18951209	61.99230004	0.846755421
Not Sequenced	0.147875162	66.69620998	0.790785568
Not Sequenced	-0.365324464	25.82219766	0.200359316
Not Sequenced	-0.365418159	25.9083046	0.911640716
Not Sequenced	0.000307937	77.83556027	0.82974341
Not Sequenced	0.043051651	78.4721814	0.037148373
Not Sequenced	-0.246937303	46.28675961	0.653438494
Not Sequenced	-0.243464452	46.59856635	0.643388826
Not Sequenced	-0.281269389	37.31036459	1
Not Sequenced	-0.376361156	22.6052677	1
Not Sequenced	-0.203650176	55.1455264	0.904813623
Not Sequenced	-0.222038709	51.99876284	1
Not Sequenced	-0.067370968	74.30466552	0.728848008
Not Sequenced	-0.117620608	70.22370944	0.122214274
Not Sequenced	0.394072656	22.95713773	0.830104756
Not Sequenced	0.401068435	23.58513878	1
Not Sequenced	-0.435583579	14.58936144	1
Not Sequenced	-0.44035454	14.02455034	0.396236963
Not Sequenced	0.415962244	23.84034028	0.039766242
Not Sequenced	0.464473081	16.80508259	0.001517892
Not Sequenced	-0.10229244	71.19748222	0.941641768
Not Sequenced	-0.036390269	77.55561156	1
Not Sequenced	0.297061459	33.23808799	0.533262156
Not Sequenced	0.291409941	36.82650763	0.355076928
Not Sequenced	-0.218796167	44.32763321	0.850146048
Not Sequenced	-0.19126669	40.1547982	0.347713485
Not Sequenced	0.207469057	57.75575494	0.390563508
Not Sequenced	0.163238298	66.88792334	0.247259541
Not Sequenced	0.208206624	62.58040481	0.577106933
Not Sequenced	0.233542338	61.07826065	1
Not Sequenced	-0.291530936	39.91004799	0.575900774
Not Sequenced	-0.222339521	50.76769192	1
Not Sequenced	0.264069805	41.63258139	0.999508648
Not Sequenced	0.296233333	37.68229693	0.027428999
Not Sequenced	-0.09321018	72.35992618	1
Not Sequenced	-0.104449019	70.46061806	0.524344072
Not Sequenced	0.522792144	10.28410719	0.160951512
Not Sequenced	0.520975324	7.493248865	0.694058994
Not Sequenced	0.400665914	14.95837888	0.941364224
Not Sequenced	0.416779867	9.759072157	0.463185609
Not Sequenced	0.113169346	69.23337827	0.797467438
Not Sequenced	0.097381893	71.42338636	0.911995388
Not Sequenced	0.430067706	14.66367052	0.210699107
Not Sequenced	0.41753134	13.04301707	1
Not Sequenced	-0.001582056	78.49755272	0.408038422
Not Sequenced	-0.019387181	78.3341807	0.359991359
Not Sequenced	0.091778046	77.88777253	1
Not Sequenced	0.063265833	78.09164388	1
Not Sequenced	0.202159755	55.28933369	1
Not Sequenced	0.164229247	61.01452504	0.958539206
Not Sequenced	0.517304832	3.441247815	0.891656451
Not Sequenced	0.495446447	3.157045803	1
Not Sequenced	-0.222087738	52.46585713	0.392115343
Not Sequenced	-0.235780907	48.68978326	1
Not Sequenced	-0.191771223	58.75162674	0.896748847
Not Sequenced	-0.191903425	59.86514204	1
Not Sequenced	-0.138660576	66.66409561	1
Not Sequenced	-0.095162374	73.21672892	0.612684217
Not Sequenced	-0.362320344	23.38030122	0.156293
Not Sequenced	-0.335560551	26.95011703	0.954092974
Not Sequenced	0.534870935	34.39431206	0.009491803
Not Sequenced	0.653433868	33.95525459	0.212529457
Not Sequenced	-0.184731929	57.95331067	0.582155699
Not Sequenced	-0.206828621	56.49032237	1
Not Sequenced	-0.308933711	35.52763711	1
Not Sequenced	-0.328623401	30.91128185	0.671042048
Not Sequenced	-1.250860393	0	0.730142401
Not Sequenced	-1.246368326	0	0.960782554
Not Sequenced	-0.540071488	3.787428456	0.754175899
Not Sequenced	-0.574818379	1.857136247	0.726672427
Not Sequenced	-0.077218434	75.9209158	1
Not Sequenced	-0.104221045	73.05623272	0.706659926
Not Sequenced	-0.356626254	27.75437979	0.783060339
Not Sequenced	-0.317862436	31.95897586	1
Not Sequenced	0.121164815	69.51182677	0.249533485
Not Sequenced	0.122464344	68.84134502	0.000561888
Not Sequenced	0.399887522	20.08861141	0.213230317
Not Sequenced	0.459835499	13.78444087	1
Not Sequenced	0.501293596	1.940962932	0.835028954
Not Sequenced	0.539967821	2.70949116	0.967631208
Not Sequenced	-0.421834245	12.95356125	1
Not Sequenced	-0.348837678	25.55934953	1
Not Sequenced	0.185393026	64.97735508	1
Not Sequenced	0.226128607	59.88184889	0.883167946
Not Sequenced	0.016502584	78.29095218	0.613887561
Not Sequenced	-0.027419801	78.34631696	0.492315031
Not Sequenced	-0.126290166	67.45769207	1
Not Sequenced	-0.094549499	70.995905	0.648386207
Not Sequenced	0.1191932	74.92296855	1
Not Sequenced	0.118874605	74.82672276	1
Not Sequenced	-0.116179694	69.26011838	0.866378321
Not Sequenced	-0.152371246	65.20793291	0.780029478
Not Sequenced	0.376312759	48.09111907	0.103755534
Not Sequenced	0.352272653	53.79148852	0.815068874
Not Sequenced	0.570545059	3.447426905	0.971097949
Not Sequenced	0.610182414	1.146829665	0.493694615
Not Sequenced	0.177067236	72.10813413	1
Not Sequenced	0.16127499	72.13840901	0.762647364
Not Sequenced	-0.225921627	52.05944994	0.285871367
Not Sequenced	-0.243139565	48.67216863	1
Not Sequenced	-0.074214484	76.58495326	0.791358175
Not Sequenced	-0.078751927	76.125334	0.51864924
Not Sequenced	-0.010274197	78.40180579	1
Not Sequenced	-0.024563573	78.07973511	0.991534115
Not Sequenced	-0.288017664	37.31423162	1
Not Sequenced	-0.284029544	39.40937241	0.619043059
Not Sequenced	-0.483751273	13.84342121	0.384692418
Not Sequenced	-0.44509711	17.91067094	0.155509107
Not Sequenced	-0.461572655	17.59846468	0.800959971
Not Sequenced	-0.562462999	7.277164756	1
Not Sequenced	-0.230778226	47.61472216	0.420966601
Not Sequenced	-0.221753471	50.86091531	1
Not Sequenced	-0.313223565	36.7273791	0.158305649
Not Sequenced	-0.244020609	49.92240644	0.725694139
Not Sequenced	-0.042821138	77.46999446	0.833477656
Not Sequenced	-0.079895786	74.74886987	0.144918002
Not Sequenced	-0.446622685	16.24094798	0.563992707
Not Sequenced	-0.419714725	20.60833472	0.96834755
Not Sequenced	-0.381338215	20.82878667	0.464880248
Not Sequenced	-0.327979904	33.05442945	0.263338643
Not Sequenced	-0.655673585	0	1
Not Sequenced	-0.674268606	0	0.981069808
Not Sequenced	0.22703873	69.99785381	0.122204271
Not Sequenced	0.078400288	78.47498268	0.28716685
Not Sequenced	0.149334145	64.84788877	1
Not Sequenced	0.188256815	58.75989679	0.952010128
Not Sequenced	0.417594003	23.40311918	0.630498962
Not Sequenced	0.443542842	21.28703131	0.821435843
Not Sequenced	-0.31702124	31.69105983	1
Not Sequenced	-0.322232556	29.79579019	0.795812586
Not Sequenced	-0.181413541	59.73260762	0.480093551
Not Sequenced	-0.196560975	58.95855779	1
Not Sequenced	0.060905249	77.15300667	0.351644993
Not Sequenced	0.05137808	76.66293533	0.2201627
Not Sequenced	-0.044939341	76.71677106	1
Not Sequenced	-0.054148439	72.37717771	0.726912724
Not Sequenced	-0.053845452	76.83408722	1
Not Sequenced	-0.114914217	70.9997345	1
Not Sequenced	0.032140922	77.57083762	1
Not Sequenced	0.076519576	74.71796324	0.200633918
Not Sequenced	0.086574567	78.13942778	0.889459537
Not Sequenced	0.227637629	72.47459147	1
Not Sequenced	0.387258937	71.02334493	0.489476557
Not Sequenced	0.323433242	72.19176368	1
Not Sequenced	-0.759782403	0	0.506369153
Not Sequenced	-0.711162317	0	0.794759025
Not Sequenced	-0.275643539	41.5801198	0.621583707
Not Sequenced	-0.283080367	38.39124245	0.776899074
Not Sequenced	-0.311736951	30.98980511	1
Not Sequenced	-0.277331461	37.45824837	0.99096892
Not Sequenced	0.023376841	74.59258812	1
Not Sequenced	0.004043405	76.05098931	0.041585214
Not Sequenced	-0.41477354	13.86733683	0.662794657
Not Sequenced	-0.410495978	14.93404004	0.057362759
Not Sequenced	0.458701447	10.33790951	0.393138706
Not Sequenced	0.465629179	13.33664899	0.996784651
Not Sequenced	-0.285262845	43.48816382	0.658529609
Not Sequenced	-0.20314298	60.05746492	0.990584132
Not Sequenced	0.403098868	31.03843886	0.5045638
Not Sequenced	0.341138023	35.45831095	0.447142172
Not Sequenced	0.727152669	0	0.392115343
Not Sequenced	0.748302543	0	1
Not Sequenced	0.28213525	72.21803073	1
Not Sequenced	0.299580707	74.82776145	1
Not Sequenced	-0.402724724	18.63030395	0.749577929
Not Sequenced	-0.395510713	20.92335905	1
Not Sequenced	-0.332663821	31.36568211	0.239251611
Not Sequenced	-0.289602614	40.54106807	0.972037443
Not Sequenced	-0.095349103	69.22913447	0.728848008
Not Sequenced	0.070867254	70.13153969	0.227173578
Not Sequenced	-0.068392493	65.66510385	0.464155037
Not Sequenced	-0.113955231	65.93339646	0.15796925
Not Sequenced	-0.146234726	65.11020337	0.728960407
Not Sequenced	-0.088841614	72.82203244	0.658311859
Not Sequenced	-0.092828881	65.285052	0.76029793
Not Sequenced	-0.061605369	65.75606164	0.091328481
Not Sequenced	0.975470783	0	0.947951072
Not Sequenced	0.929188728	0	0.952112963
Not Sequenced	0.303073753	49.55279785	0.994247101
Not Sequenced	0.163752019	74.81664603	0.586228054
Not Sequenced	0.046424741	78.50495731	0.125524733
Not Sequenced	-0.014594861	76.77410779	0.141274275
Not Sequenced	0.302277075	28.52541678	0.987107954
Not Sequenced	0.292274003	31.60989338	1
Not Sequenced	0.001066678	78.34654358	0.985450596
Not Sequenced	0.018519192	78.50602223	0.430457693
Not Sequenced	-0.043259422	77.6782693	0.815068874
Not Sequenced	-0.044141895	77.48472728	0.661200118
Not Sequenced	0.164602545	67.90281818	1
Not Sequenced	0.143248284	64.16539416	0.812898118
Not Sequenced	-0.317217836	32.75391205	1
Not Sequenced	-0.343615815	26.90082232	1
Not Sequenced	0.372087467	27.23129498	0.195260963
Not Sequenced	0.323562647	26.82824255	0.737935874
Not Sequenced	-0.050316799	48.7669879	0.677474188
Not Sequenced	-0.242703204	27.92117452	0.40699973
Not Sequenced	0.541958583	78.15415607	0.442161849
Not Sequenced	-0.001315737	72.03947495	0.194843557
Not Sequenced	-0.373046075	25.02237307	1
Not Sequenced	-0.359791193	27.42706984	0.896748847
Not Sequenced	-0.624651173	0.174313673	0.945837622
Not Sequenced	-0.642646385	0	0.835028954
Not Sequenced	0.12410646	66.71601376	0.297238435
Not Sequenced	0.154606583	61.9685388	0.83849194
Not Sequenced	-0.127739616	69.30800613	0.992256702
Not Sequenced	-0.01362291	77.76707561	1
Not Sequenced	0.403118899	12.81757599	0.496264666
Not Sequenced	0.433109838	10.32629223	0.897790628
Not Sequenced	-0.449509788	11.9450969	0.820585636
Not Sequenced	-0.440735473	12.37371759	1
Not Sequenced	-0.034034119	77.90565206	0.567603542
Not Sequenced	0.033364365	77.56285303	0.98339414
Not Sequenced	-0.004417837	78.34308102	0.03398831
Not Sequenced	0.061356151	74.37310057	0.367141249
Not Sequenced	0.101242708	72.209955	0.246826583
Not Sequenced	0.132072016	67.75914681	0.801212881
Not Sequenced	-0.214813741	54.22233602	0.938139967
Not Sequenced	-0.157717409	63.84870176	0.807868627
Not Sequenced	0.119076925	78.39088738	1
Not Sequenced	0.139150125	77.8713367	0.863656462
Not Sequenced	-0.260225768	44.95574456	0.83196574
Not Sequenced	-0.179478705	60.42606852	1
Not Sequenced	0.864561295	0	0.84801561
Not Sequenced	0.80544369	0	1
Not Sequenced	-0.025216819	77.3642475	1
Not Sequenced	0.00080145	78.08143848	0.115127606
Not Sequenced	-0.168245601	63.66279061	0.973094601
Not Sequenced	-0.157630487	65.84698651	0.690158396
Not Sequenced	0.06876955	78.48420236	0.872471168
Not Sequenced	0.051614754	78.45280693	0.846691497
Not Sequenced	-0.068441201	75.98841011	0.752050086
Not Sequenced	-0.063651821	76.07965666	0.623980789
Not Sequenced	-0.037113184	77.32361326	4.3004E-14
Not Sequenced	0.021020513	78.35103886	0.250474999
Not Sequenced	-0.231372099	49.67702322	1
Not Sequenced	-0.151225027	63.55683796	0.981448402
Not Sequenced	-0.411325135	16.59801272	1
Not Sequenced	-0.320665217	32.9288693	0.913203956
Not Sequenced	-0.240890805	47.48753971	0.195707024
Not Sequenced	-0.28552728	39.88691924	0.947319113
Not Sequenced	-0.142404033	63.94268038	0.167782557
Not Sequenced	-0.202761281	57.51909224	1
Not Sequenced	-0.057602987	76.58493338	0.750799845
Not Sequenced	-0.016383352	78.47247506	0.010792919
Not Sequenced	-0.232298437	49.65012041	0.888483925
Not Sequenced	-0.229253726	50.70619534	1
Not Sequenced	-0.094069923	74.61617169	0.737388066
Not Sequenced	-0.125076579	70.90091814	0.573397983
Not Sequenced	-0.140719419	67.03820608	1
Not Sequenced	-0.10392441	70.71274797	0.074472419
Not Sequenced	-0.1540242	64.58316457	1
Not Sequenced	-0.298436998	35.13277247	0.291430203
Not Sequenced	0.114647863	70.73389	0.914001375
Not Sequenced	-0.162682611	64.84691665	0.626982202
Not Sequenced	0.591045037	1.672602077	0.910929331
Not Sequenced	0.577736806	3.295039625	0.552801143
Not Sequenced	0.532859796	4.565804883	0.290182133
Not Sequenced	0.565333342	3.138955465	0.743747317
Not Sequenced	-0.27306592	48.69564036	0.996493163
Not Sequenced	-0.40988621	26.82957381	0.8351099
Not Sequenced	0.27654663	37.18282349	1
Not Sequenced	0.287405851	36.90336175	0.733903136
Not Sequenced	0.246682321	53.9427397	0.02630244
Not Sequenced	0.112615876	78.16386082	0.613401092
Not Sequenced	0.027610306	78.48924122	0.718204961
Not Sequenced	0.108159574	76.60481742	0.754375472
Not Sequenced	-0.206471095	58.01789164	0.692493436
Not Sequenced	-0.187492471	61.91848805	0.916839396
Not Sequenced	0.014318765	78.49594133	0.927181764
Not Sequenced	-0.107470117	70.91881662	0.983505862
Not Sequenced	0.889575795	78.49275014	1
Not Sequenced	0.728870721	78.29030776	0.926698903
Not Sequenced	-0.149721852	64.03613864	1
Not Sequenced	-0.064046865	75.83932868	0.031347038
Not Sequenced	-0.334494674	29.19845988	0.957937147
Not Sequenced	-0.26741986	40.84999613	1
Not Sequenced	-0.457571412	18.52256224	0.80018911
Not Sequenced	-0.467200172	18.97934275	0.409748141
Not Sequenced	0.419267619	52.5023246	0.876365445
Not Sequenced	0.360902614	65.66648273	0.896692948
Not Sequenced	-0.431842588	18.32565284	1
Not Sequenced	-0.426134218	20.80023032	0.88697146
Not Sequenced	-0.576307784	6.354904979	0.003154165
Not Sequenced	-0.440264758	16.95324375	0.921821099
Not Sequenced	-0.526154952	4.756096615	0.829736348
Not Sequenced	-0.537583329	4.729216628	0.714017662
Not Sequenced	-0.344726038	27.72170004	0.658538803
Not Sequenced	-0.36420677	28.08741907	0.752066057
Not Sequenced	0.097512395	77.58331322	0.314115147
Not Sequenced	0.09080567	77.83145323	0.256399808
Not Sequenced	-1.105725833	0	0.712673552
Not Sequenced	-1.092940394	0	1
Not Sequenced	0.640847079	78.15970283	1
Not Sequenced	0.342285689	78.07844477	1
Not Sequenced	-0.124522446	70.02366118	1
Not Sequenced	-0.094467887	72.37432166	0.545467768
Not Sequenced	0.234446739	50.54577597	0.920123249
Not Sequenced	0.275472573	43.93399144	0.641129159
Not Sequenced	0.063918203	78.06014423	0.8803513
Not Sequenced	-0.008847308	78.17332166	0.171477715
Not Sequenced	0.322602455	56.98321625	0.990097807
Not Sequenced	0.370626322	43.389524	0.733903136
Not Sequenced	0.337729065	26.4801613	0.993649522
Not Sequenced	0.384113928	18.35999199	0.897995866
Not Sequenced	-0.179094553	62.17446648	0.906289493
Not Sequenced	0.024189652	77.70977628	0.121900492
Not Sequenced	0.272366607	56.39144841	0.990584132
Not Sequenced	0.152167502	64.380604	0.988287242
Not Sequenced	-0.148193704	67.57364981	1
Not Sequenced	-0.141758124	67.94817273	0.010194991
Not Sequenced	0.790145286	0	0.992256702
Not Sequenced	0.786884682	0	0.700341905
Not Sequenced	0.599630299	72.27679646	0.837851369
Not Sequenced	0.398615579	78.12824413	0.525841287
Not Sequenced	1.204673932	66.07916643	1
Not Sequenced	1.20134566	19.76888206	1
Not Sequenced	-0.487202497	11.76910983	1
Not Sequenced	-0.472906774	14.51645554	1
Not Sequenced	-0.402479674	20.93459947	0.97223651
Not Sequenced	-0.358938723	27.32308123	1
Not Sequenced	0.061921259	78.25664396	1
Not Sequenced	0.039492213	78.18481291	0.212990442
Not Sequenced	-1.394144965	0	0.000251897
Not Sequenced	-1.426484051	0	0.243017423
Not Sequenced	0.009431798	78.38462745	0.602787272
Not Sequenced	0.035444518	77.05136296	1
Not Sequenced	0.555422661	18.54294326	0.909327208
Not Sequenced	0.441678272	18.1224554	1
Not Sequenced	0.154589079	61.60488329	0.199873974
Not Sequenced	0.14486199	62.25363756	0.844349089
Not Sequenced	-0.466950085	10.01313531	1
Not Sequenced	-0.436890537	14.7885363	0.95542783
Not Sequenced	-0.71168893	0	0.759211208
Not Sequenced	-0.722299916	0	1
Not Sequenced	-0.257253482	43.49903503	1
Not Sequenced	-0.292243977	36.11891741	1
Not Sequenced	-0.228853625	51.4428182	1
Not Sequenced	-0.366934288	35.04311204	1
Not Sequenced	-0.560713785	2.645810419	0.422841736
Not Sequenced	-0.542680399	4.807422875	0.212990442
Not Sequenced	0.081976273	76.7248549	0.982626087
Not Sequenced	0.163838775	66.42188076	1
Not Sequenced	-0.51733864	3.928047057	0.844301079
Not Sequenced	-0.423570891	13.73017342	0.969406349
Not Sequenced	0.0954104	75.38576551	0.969428939
Not Sequenced	0.066207298	76.46755252	0.593308756
Not Sequenced	0.331318921	39.09930489	1
Not Sequenced	0.475988181	14.48234941	0.526355332
Not Sequenced	-0.471622555	14.50176472	0.907957906
Not Sequenced	-0.412057799	23.7403719	0.963733961
Not Sequenced	-0.223162841	53.57313509	1
Not Sequenced	0.033228599	77.65254324	0.239097652
Not Sequenced	-0.401585078	23.81725297	0.869556239
Not Sequenced	-0.46927833	14.47742059	0.753984864
Not Sequenced	0.06309674	76.92211811	1
Not Sequenced	0.122888959	72.37483198	0.938139967
Not Sequenced	-0.381280459	35.3500244	0.247449715
Not Sequenced	-0.146784039	67.73199092	0.136300273
Not Sequenced	0.797992746	0.204400384	0.737388066
Not Sequenced	0.675575418	5.967042729	0.957814524
Not Sequenced	0.070866627	78.24250183	0.831983443
Not Sequenced	-0.050137236	77.70207554	0.656258687
Not Sequenced	0.458673185	8.815444451	0.291666456
Not Sequenced	0.469595547	6.355627122	0.415628718
Not Sequenced	-0.106470387	70.57449588	0.025439942
Not Sequenced	-0.149052707	65.07713233	1
Not Sequenced	-0.305780599	34.00593895	0.504803983
Not Sequenced	-0.138156787	67.47471396	0.864986144
Not Sequenced	-0.292973552	39.98275481	1
Not Sequenced	-0.309597468	35.86677955	0.117951379
Not Sequenced	-0.350669465	27.75835172	0.97773043
Not Sequenced	-0.31812601	32.57074081	1
Not Sequenced	-0.307917757	34.84607697	0.128851228
Not Sequenced	-0.2843301	39.40151837	1
Not Sequenced	0.535369742	30.57690129	1
Not Sequenced	0.357371337	59.22540422	1
Not Sequenced	-0.125631459	68.94526175	0.849471742
Not Sequenced	-0.176918259	58.52850832	0.361748521
Not Sequenced	-0.165556027	63.27169118	1
Not Sequenced	-0.187253758	56.47983097	0.277757286
Not Sequenced	-0.700587838	0	0.945083447
Not Sequenced	-0.720240606	0	1
Not Sequenced	-0.217077493	53.17086704	0.427930208
Not Sequenced	-0.363602967	34.74182761	0.443170472
Not Sequenced	0.005808591	78.40735548	0.256636669
Not Sequenced	-0.034844636	76.64798728	1
Not Sequenced	0.172284313	65.76218793	0.459260496
Not Sequenced	0.241260638	51.89181811	0.160975781
Not Sequenced	0.061547401	77.89683728	0.719384141
Not Sequenced	0.476017452	26.03058681	0.475654732
Not Sequenced	-0.060420797	74.95802457	1
